"GKID";"vague";"version";"qstatus";"screenout";"rs1";"rs2";"rs3";"rs3rec";"rs4";"rs5";"rs6";"q1";"q2";"q3";"q4";"q5";"rs1a";"rs1b";"actq1";"actq2";"actq3";"actq4:1";"actq4:2";"actq4:3";"actq5";"actq6";"actq7";"actq8";"actq9[i1]";"actq9[i2]";"actq9[i3]";"actq9[i4]";"actq9[i5]";"actq9[i6]";"actq9[i7]";"actq9[i8]";"actq10:1";"actq10:2";"actq10:3";"CW_finishdate";"CW_finishtime";"CW_duration"
"y4p92342mv70";70;1;11;;;1;30;2;2;1;1;2;4;2;2;2;1;5;".";".";3;2;6;1;1;2;2;2;1;1;1;1;2;1;2;2;4;6;1;20171116;"133709";581
"g4v38383mv70";70;1;11;;;2;47;3;1;;;2;3;2;3;2;1;4;"la crise du beurre, révélatrice.";"les dirigeants de grandes sociétés (type Total...)";2;1;;;2;1;2;2;2;1;2;1;2;1;1;1;7;6;8;20171114;"190344";270
"g4v76374mv70";70;1;11;;;1;55;4;2;4;4;2;4;2;2;3;1;5;"Le nouveau President de la Republique ";"E Macron";2;5;;;2;2;1;2;3;1;1;1;2;1;1;3;4;2;3;20171115;"112357";352
"c4f66367mv70";70;1;11;;;1;44;3;2;4;1;5;1;5;4;4;1;5;"Carlos Goshn";"expulsion des migrants en situation irrégulière";2;4;2;5;2;2;2;2;1;1;1;1;1;3;1;1;5;4;2;20171115;"201452";307
"q4m84374mv70";70;1;11;;;1;35;2;2;4;1;5;2;5;3;2;1;5;"Prélèvement à la source, taxe d habitation";"Macron";2;7;;;2;2;2;2;2;1;1;1;1;1;1;1;4;3;8;20171115;"070715";569
"a4x84342mv70";70;1;11;;;1;41;3;1;;;4;3;3;2;3;1;4;"Emmanuel Macron <LF>Loi travail";"Emmanuel Macron<LF>Gérard Dalmanin";2;5;4;;2;1;2;1;2;3;2;1;1;1;1;1;6;4;2;20171116;"162319";338
"y4p82367mv70";70;1;11;;;2;55;4;2;2;5;3;4;3;3;3;1;5;"MACRON, les attentats, la crise";"l'élan MACRON, la reprise de l&quot<SEP>économie";2;2;4;3;2;2;2;1;1;3;2;3;1;1;1;1;6;8;1;20171115;"174301";271
"e4n98379mv70";70;1;11;;;2;47;3;2;4;1;4;1;5;4;3;1;5;"Merkel<LF>Trump";"Merkel<LF>Grande bretagne";2;2;3;4;1;2;2;2;2;2;2;2;2;1;1;2;6;;;20171116;"000814";563
"m4w68367mv70";70;1;11;;;1;57;4;1;;;2;4;3;3;4;1;4;"La loi travail<SEP> Macron.";"La loi travail<SEP> Macron<SEP> E. Philippe.";2;1;3;;1;2;2;2;1;1;1;1;2;1;1;1;4;5;;20171115;"201147";283
"m4w62369mv70";70;1;11;;;1;54;4;1;;;2;2;4;4;3;1;4;"aibus et FFR";"aibus & FFR";3;2;;;2;2;2;3;1;3;3;1;3;1;3;3;1;6;4;20171115;"194653";1543
"m4t68376mv70";70;1;11;;;2;27;1;2;1;1;2;3;3;4;2;1;5;"macron";"macron";2;2;4;3;2;1;2;2;1;1;3;1;2;1;1;3;2;4;6;20171115;"121634";873
"y4p88349mv70";70;1;11;;;1;37;2;1;;;3;3;4;3;3;1;4;"les ordonnances pour la loi travail (Emmanuel Macron)";"Emmanuel Macron, Angela Merkel.";2;5;2;3;2;2;2;2;1;1;2;1;1;1;1;1;4;2;1;20171116;"134820";452
"q4m22388mv70";70;1;11;;;2;73;4;2;1;6;3;3;3;3;3;1;4;"Trump";"Chine";2;6;4;;2;2;2;2;1;1;2;1;2;1;1;1;1;2;4;20171114;"191849";218
"w4h68363mv70";70;1;11;;;2;59;4;1;;;4;3;4;3;4;1;4;"cadeaux fiscaux aux plus aisés";"nspp";2;7;;;2;2;2;2;1;1;1;1;1;1;1;1;5;4;6;20171115;"204016";366
"w4h78366mv70";70;1;11;;;1;37;2;2;3;4;3;2;3;3;3;1;5;"Macron avec ses lois";"Macron";2;4;2;;3;2;2;2;1;3;2;3;3;1;1;1;7;5;6;20171115;"183055";553
"e4n66362mv70";70;1;11;;;1;38;2;2;4;4;5;2;4;4;4;1;5;"loi travail / macron";"loi travail / macron";2;4;5;;2;1;2;2;2;2;2;1;2;1;1;1;4;6;8;20171115;"205824";319
"a4x94374mv70";70;1;11;;;1;47;3;2;1;3;2;3;2;1;2;1;5;"Le dynamisme qu'essaie insuffler le président de la République avec l'action de son gouvernement";"Le Gouvernement part ses actions et les entreprises qui croient en la reprise";3;4;5;6;2;3;1;2;1;3;2;1;2;1;1;3;4;2;7;20171114;"210232";426
"s4r64372mv70";70;1;11;;;1;27;1;2;2;1;3;4;2;2;3;1;5;"le climat et Macron";"La chine ";2;3;2;1;2;2;2;2;2;2;2;1;2;1;1;1;8;4;5;20171115;"141824";338
"e4n28385mv70";70;1;11;;;2;38;2;2;4;2;4;2;5;4;4;1;5;"je ne m'interesse pas à l'économie";"aucune idée";2;4;3;1;1;1;2;2;1;3;3;3;3;1;1;3;1;7;6;20171114;"195933";285
"a4x76376mv70";70;1;11;;;1;56;4;1;;;2;4;3;2;3;1;4;"paradise papers";"impact très limité";2;5;4;;1;2;2;2;2;1;3;1;2;1;1;3;7;4;6;20171115;"105143";285
"s4u94343mv70";70;1;11;;;2;54;4;2;1;6;4;2;4;3;4;1;5;"l'anniversaire des attentats à paris le 13 novembre - ";"AUCUN IDEE";2;3;1;2;2;3;1;3;1;1;1;1;1;1;1;3;2;5;7;20171116;"132903";402
"y4s44367mv70";70;1;11;;;1;37;2;1;;;2;3;4;3;3;1;4;"Macron, trump";"noel";2;7;;;2;2;2;2;1;1;1;1;2;1;1;2;3;6;2;20171116;"102822";662
"e4n94377mv70";70;1;11;;;1;60;4;2;1;5;2;4;3;2;3;1;5;"Emmanuel Macron";"Réformes de l'Etat";2;4;2;5;2;2;1;1;1;2;2;1;1;1;1;1;4;1;5;20171116;"073046";304
"e4n22388mv70";70;1;11;;;1;57;4;2;2;1;3;3;3;5;3;1;5;"paradise papers";"nsp";2;2;5;4;2;2;3;2;1;1;1;1;1;1;1;1;4;2;8;20171114;"192227";384
"c4f92345mv70";70;1;11;;;2;38;2;2;4;6;4;3;4;2;3;1;5;"Élection présidentielle<LF>Risque d attentat et attentats en europe";"D vision sur les lois travail, la réorganisation du système de santé et l imposition";2;5;4;;3;3;1;2;2;2;2;3;3;2;3;1;4;5;7;20171116;"131426";408
"y4p72378mv70";70;1;11;;;1;48;3;2;1;6;3;3;3;3;3;1;5;"TRUMP";"AUCUN";2;5;1;;2;1;2;2;2;2;3;1;2;1;1;1;6;2;8;20171115;"094431";325
"y4p24385mv70";70;1;11;;;2;33;2;2;2;3;4;3;5;2;3;1;3;"macron";"ne sais pas";2;6;5;3;2;2;2;2;1;2;2;1;1;1;1;2;5;4;6;20171114;"200836";511
"g4y24382mv70";70;1;11;;;1;33;2;1;;;4;2;3;2;3;1;4;"diminution des apl";"suppression de l'isf";3;5;4;;4;2;2;1;3;2;2;1;2;1;1;3;6;4;7;20171115;"235006";410
"q4m62373mv70";70;1;11;;;2;39;2;2;4;4;4;2;4;4;4;1;5;"Aucun en particulier ";"Je ne sais pas ";2;3;1;;3;2;1;2;2;2;2;1;3;1;1;3;4;7;6;20171115;"132358";240
"m4t98372mv70";70;1;11;;;1;61;4;2;4;1;2;3;4;5;4;1;5;"La baisse du chômage et Macron";"Ne sais pas ";2;1;;;3;2;1;2;1;2;2;1;1;1;1;1;6;;;20171114;"212030";267
"y4p62375mv70";70;1;11;;;1;51;4;2;3;1;3;2;2;2;3;1;5;"loi travail<LF>rachat d'Asltom par Siemens<LF>Bruno le Maire<LF>Emmanuel Macron";"ventes Airbus<LF>Emmanuel Macron";2;1;4;3;1;2;2;2;1;1;2;1;2;2;1;1;3;4;1;20171115;"122002";548
"s4u92377mv70";70;1;11;;;1;53;4;2;4;3;5;2;4;3;4;1;5;"Élection présidentielle ";"Le gouvernement ";2;4;;;2;1;2;2;2;2;1;1;1;1;1;2;5;7;6;20171116;"061821";413
"w4h56366mv70";70;1;11;;;2;55;4;1;;;4;6;4;3;3;1;4;"RAS";"LES POLITIQUES ";2;4;5;;2;2;2;2;3;3;2;1;2;1;1;1;5;4;7;20171115;"220907";591
"m4t92346mv70";70;1;11;;;2;34;2;1;;;3;3;2;2;3;1;4;"aucune idée";"Macron";2;2;;;2;2;2;1;2;1;1;1;2;1;1;1;2;4;7;20171116;"130503";220
"g4y94347mv70";70;1;11;;;2;29;1;2;3;1;2;2;3;2;3;1;5;"loi de travail ";"macron ";2;2;1;3;2;1;2;2;1;1;2;1;1;2;1;2;4;1;5;20171116;"130516";847
"s4r26382mv70";70;1;11;;;2;27;1;1;;;3;3;3;2;2;1;4;"la réforme de l'ISF<LF>Macron";"Macron<LF>prélèvement des impôts à la source";1;1;6;3;2;2;1;2;2;2;1;1;1;1;1;1;8;5;4;20171116;"000022";365
"g4v56367mv70";70;1;11;;;1;62;4;2;4;1;2;4;3;3;4;1;5;"suppression de l'ISF<LF>échec de Donald Trump";"mise en oeuvre ou non de le réforme fiscal aux Etats-Unis";2;7;;;1;1;2;2;1;1;1;2;1;2;1;1;2;4;7;20171115;"214503";643
"m4t64374mv70";70;1;11;;;1;32;2;2;1;6;2;3;2;2;3;1;3;"MACRON";"JE NE SAIS PAS";1;3;5;1;1;2;1;1;1;1;1;1;3;1;1;1;6;4;1;20171115;"131310";275
"a4x82362mv70";70;1;11;;;1;29;1;2;4;1;2;4;3;3;3;1;5;"aucun";"réforme fiscal de trump. Guerre Iran/Arabie Saoudite";2;4;5;2;2;2;2;2;1;1;1;1;1;1;1;1;4;3;6;20171115;"181054";263
"c4f62378mv70";70;1;11;;;1;32;2;2;4;6;2;4;2;2;2;1;5;"président macron<LF>reforme du code du travail";"edouard philippe et ses ministres";2;2;1;;2;2;2;2;1;2;2;1;2;1;1;1;4;6;1;20171115;"115847";473
"e4q72366mv70";70;1;11;;;1;63;4;1;;;4;3;3;3;3;1;4;"l'appel des scientifiques";"la COP 23";2;7;;;2;2;2;2;1;1;1;1;1;1;1;1;4;5;6;20171115;"182834";374
"g4y54363mv70";70;1;11;;;1;33;2;2;1;3;3;4;2;3;2;1;5;"Nsp";"Hulot";2;2;4;5;2;2;2;2;1;1;1;1;1;1;1;1;1;2;7;20171115;"231754";365
"u4z98378mv70";70;1;11;;;1;41;3;2;1;3;2;4;3;3;3;1;5;"Elections présidentielles et E. Macron";"politique d'E. Macron";2;4;;;2;2;2;2;1;1;1;1;1;1;1;1;4;3;5;20171116;"021920";300
"e4n94348mv70";70;1;11;;;2;54;4;2;1;1;4;4;3;3;2;1;5;"M. MACRON LES RISQUES D'ATTENTA";"LES DEPUTES ET LA CROISSANCE";2;5;;;1;1;2;3;2;2;1;3;1;1;1;2;8;6;5;20171116;"125436";378
"y4p48365mv70";70;1;11;;;2;52;4;2;2;6;3;3;3;2;3;1;5;"Brexit - MAY<LF>Elections en Allemagne - MERKEL";"Indépendance Catalogne - Carles Puigdemont<LF>Impôts à la source - Bruno Le Maire";2;4;5;2;2;2;2;2;2;2;2;1;2;1;1;1;7;6;4;20171116;"112630";894
"c4f88367mv70";70;1;11;;;2;46;3;2;1;6;4;2;4;2;3;1;5;"E. Macron et les Ordonnances";"idem";2;5;;;2;2;2;2;1;1;1;1;1;1;1;1;5;2;4;20171115;"174622";462
"s4r52374mv70";70;1;11;;;1;49;3;2;3;6;3;4;3;3;3;1;5;"la quête d'indépendance de la Catalogne";"Macron";2;2;5;;2;2;2;2;1;1;3;1;1;1;1;3;2;7;4;20171115;"172811";388
"u4c48367mv70";70;1;11;;;1;28;1;2;4;6;4;3;4;3;3;1;5;"Les ordonnances Macron";"Les ordonnances Macron";2;2;3;4;3;1;1;2;2;2;2;3;2;1;2;3;3;6;4;20171116;"104420";383
"q4j68365mv70";70;1;11;;;1;35;2;2;4;5;4;2;3;4;3;1;5;"L’indépendance de la Catalogne ";"La loi travail de macron ";2;3;;;3;2;2;2;1;2;1;1;2;2;1;1;4;5;8;20171115;"202430";250
"w4h86347mv70";70;1;11;;;2;33;2;2;2;6;4;2;4;3;3;1;4;"Macron";"La loi travail";2;4;;;2;2;2;2;2;2;2;2;2;2;1;2;7;;;20171116;"142315";330
"w4h62366mv70";70;1;11;;;2;53;4;1;;;3;3;3;3;3;1;4;"L'importance des dividendes au dépend du travail";"Je ne sais pas";2;7;;;3;2;2;2;3;1;3;3;3;1;1;1;8;2;6;20171115;"202628";643
"y4s56365mv70";70;1;11;;;1;49;3;1;;;5;1;5;3;4;1;4;"Les attentats";"Personne";2;4;;;1;1;2;2;2;2;2;2;2;1;1;3;6;;;20171115;"223353";280
"u4c96346mv70";70;1;11;;;2;27;1;1;;;2;4;2;2;2;1;4;"E.Macron";"E.Macron";1;6;5;1;2;2;1;1;2;2;2;2;2;1;1;1;8;6;7;20171116;"130947";254
"y4p68372mv70";70;1;11;;;1;58;4;2;4;5;2;4;3;3;3;1;5;"Macron - Taxe d'habitation - ";"Macron - Merckel - ";2;3;4;;2;2;2;2;1;1;1;1;1;1;1;1;5;8;4;20171115;"135835";460
"q4j94344mv70";70;1;11;;;1;55;4;1;;;6;2;4;5;5;1;4;"RAS";"RAS";3;7;;;1;1;3;3;2;2;2;1;2;2;3;3;4;;;20171116;"132134";298
"e4n72347mv70";70;1;11;;;2;45;3;1;;;3;2;3;2;3;1;4;"Aucune idee";"Vog";2;5;4;;2;2;1;2;1;2;1;1;1;1;1;1;7;4;8;20171116;"190537";628
"q4j62368mv70";70;1;11;;;2;60;4;2;3;6;4;3;3;3;5;1;5;"attentat, tuerie, phénoùene meteeo";"trump";1;1;3;4;2;2;2;2;3;1;1;3;1;1;1;1;7;5;2;20171115;"194505";298
"a4x88373mv70";70;1;11;;;2;47;3;2;4;6;3;2;2;2;3;1;5;"La refonte du code du travail.";"La refonte du code du travail. La réforme à venir sur l'assurance chômage.";2;5;4;1;1;2;2;2;1;1;1;1;1;1;1;3;5;3;6;20171115;"072707";321
"s4r88366mv70";70;1;11;;;1;25;1;2;1;6;2;3;4;2;1;1;5;"Macron";"MAcron";2;5;2;;2;2;2;2;1;1;1;1;1;1;1;1;1;3;4;20171115;"175214";593
"g4y76378mv70";70;1;11;;;1;36;2;2;2;6;3;3;3;3;4;1;5;"ne sais pas";"ne sais pas";2;4;1;3;3;2;2;3;2;3;3;1;3;1;1;2;5;4;7;20171115;"095830";272
"s4r84378mv70";70;1;11;;;1;53;4;2;4;6;4;4;3;3;3;1;5;"macron";"macron";2;2;;;1;1;2;2;1;1;2;1;2;1;1;1;7;6;4;20171114;"221517";460
"m4w66373mv70";70;1;11;;;1;29;1;2;4;1;3;4;3;2;3;1;5;"macron<LF>trump";"trump";2;1;3;4;1;1;1;2;1;2;2;1;2;1;1;1;1;6;7;20171115;"133754";235
